simp_word,trad_word,freq,pinyin
何似在人间,何似在人間,16,he shi zai ren jian
城中桃李愁风雨,城中桃李愁風雨,16,cheng zhong tao li chou feng yu
相逢不相识,相逢不相識,16,xiang feng bu xiang shi
必也使无讼乎,必也使無訟乎,16,bi ye shi wu song hu
不教胡马度阴山,不教胡馬度陰山,16,bu jiao hu ma du yin shan
春来草自青,春來草自青,16,chun lai cao zi qing
星垂平野阔,星垂平野闊,16,xing chui ping ye kuo
明月何皎皎,明月何皎皎,16,ming yue he jiao jiao
人皆有不忍人之心,人皆有不忍人之心,16,ren jie you bu ren ren zhi xin
常在于险远,常在於險遠,16,chang zai yu xian yuan
浴血东瓜守,浴血東瓜守,16,yu xue dong gua shou
长命无绝衰,長命無絕衰,16,chang ming wu jue shuai
有为者亦若是,有爲者亦若是,16,you wei zhe yi ruo shi
牡丹尤为天下奇,牡丹尤爲天下奇,16,mu dan you wei tian xia qi
声非加疾也,聲非加疾也,16,sheng fei jia ji ye
便欣然忘食,便欣然忘食,16,bian xin ran wang shi
梅花欢喜漫天雪,梅花歡喜漫天雪,15,mei hua huan xi man tian xue
山水有清音,山水有清音,15,shan shui you qing yin
七十而从心所欲不逾矩,七十而從心所欲不逾矩,15,qi shi er cong xin suo yu bu yu ju
寂寞身后事,寂寞身後事,15,ji mo shen hou shi
斯得天下矣,斯得天下矣,15,si de tian xia yi
男儿何不带吴钩,男兒何不帶吳鉤,15,nan er he bu dai wu gou
鱼我所欲也,魚我所欲也,15,yu wo suo yu ye
天下之至柔,天下之至柔,15,tian xia zhi zhi rou
衡阳雁去无留意,衡陽雁去無留意,15,heng yang yan qu wu liu yi
骤雨不终日,驟雨不終日,15,zhou yu bu zhong ri
别时容易见时难,別時容易見時難,15,bie shi rong yi jian shi nan
两句三年得,兩句三年得,15,liang ju san nian de
烟雨莽苍苍,煙雨莽蒼蒼,15,yan yu mang cang cang
燕雀安知鸿鹄之志哉,燕雀安知鴻鵠之志哉,15,yan que an zhi hong hu zhi zhi zai
无竹令人俗,無竹令人俗,15,wu zhu ling ren su
反者道之动,反者道之動,15,fan zhe dao zhi dong
羁鸟恋旧林,羈鳥戀舊林,15,ji niao lian jiu lin
烟笼寒水月笼沙,煙籠寒水月籠沙,15,yan long han shui yue long sha
青春不再来,青春不再來,15,qing chun bu zai lai
江山留胜迹,江山留勝蹟,15,jiang shan liu sheng ji
得道多助失道寡助,得道多助失道寡助,15,de dao duo zhu shi dao gua zhu
白云深处有人家,白雲深處有人家,15,bai yun shen chu you ren jia
壮志也无违,壯志也無違,15,zhuang zhi ye wu wei
明日何其多,明日何其多,15,ming ri he qi duo
而在萧墙之内也,而在蕭牆之內也,15,er zai xiao qiang zhi nei ye
却道故人心易变,卻道故人心易變,15,que dao gu ren xin yi bian
身后有余忘缩手,身後有餘忘縮手,15,shen hou you yu wang suo shou
我欲与君相知,我欲與君相知,15,wo yu yu jun xiang zhi
万户萧疏鬼唱歌,萬戶蕭疏鬼唱歌,15,wan hu xiao shu gui chang ge
天气转清凉,天氣轉清涼,15,tian qi zhuan qing liang
再顾倾人国,再顧傾人國,15,zai gu qing ren guo
一雷惊蛰始,一雷驚蟄始,15,yi lei jing zhe shi
京口北固亭怀古,京口北固亭懷古,15,jing kou bei gu ting huai gu
为天下人谋永福也,爲天下人謀永福也,15,wei tian xia ren mou yong fu ye
柳絮飞时花满城,柳絮飛時花滿城,15,liu xu fei shi hua man cheng
越鸟巢南枝,越鳥巢南枝,15,yue niao chao nan zhi
其喜洋洋者矣,其喜洋洋者矣,15,qi xi yang yang zhe yi
等闲变却故人心,等閒變卻故人心,15,deng xian bian que gu ren xin
为大于其细,爲大於其細,15,wei da yu qi xi
市井十洲人,市井十洲人,15,shi jing shi zhou ren
纸船明烛照天烧,紙船明燭照天燒,15,zhi chuan ming zhu zhao tian shao
善始者实繁,善始者實繁,15,shan shi zhe shi fan
夕餐秋菊之落英,夕餐秋菊之落英,15,xi can qiu ju zhi luo ying
鼓声三下红旗开,鼓聲三下紅旗開,15,gu sheng san xia hong qi kai
而吾与子之所共适,而吾與子之所共適,15,er wu yu zi zhi suo gong shi
千秋万岁名,千秋萬歲名,15,qian qiu wan sui ming
饮湖上初晴后雨,飲湖上初晴後雨,15,yin hu shang chu qing hou yu
别有天地非人间,別有天地非人間,15,bie you tian di fei ren jian
千里快哉风,千里快哉風,15,qian li kuai zai feng
一年春好处,一年春好處,15,yi nian chun hao chu
闲敲棋子落灯花,閒敲棋子落燈花,15,xian qiao qi zi luo deng hua
死去元知万事空,死去元知萬事空,15,si qu yuan zhi wan shi kong
更喜岷山千里雪,更喜岷山千里雪,15,geng xi min shan qian li xue
长江悲已滞,長江悲已滯,15,chang jiang bei yi zhi
响穷彭蠡之滨,響窮彭蠡之濱,15,xiang qiong peng li zhi bin
将登太行雪满山,將登太行雪滿山,15,jiang deng tai xing xue man shan
长安市上酒家眠,長安市上酒家眠,15,chang an shi shang jiu jia mian
东临碣石有遗篇,東臨碣石有遺篇,15,dong lin jie shi you yi pian
待到重阳日,待到重陽日,14,dai dao chong yang ri
送孟浩然之广陵,送孟浩然之廣陵,14,song meng hao ran zhi guang ling
二桃杀三士,二桃殺三士,14,er tao sha san shi
方显出英雄本色,方顯出英雄本色,14,fang xian chu ying xiong ben se
弦断有谁听,絃斷有誰聽,14,xian duan you shui ting
朕皇考曰伯庸,朕皇考曰伯庸,14,zhen huang kao yue bo yong
卢橘杨梅次第新,盧橘楊梅次第新,14,lu ju yang mei ci di xin
望断南飞雁,望斷南飛雁,14,wang duan nan fei yan
万国衣冠拜冕旒,萬國衣冠拜冕旒,14,wan guo yi guan bai mian liu
谁家新燕啄春泥,誰家新燕啄春泥,14,shui jia xin yan zhuo chun ni
曲肱而枕之,曲肱而枕之,14,qu gong er zhen zhi
但悲不见九州同,但悲不見九州同,14,dan bei bu jian jiu zhou tong
黄河西来决昆仑,黃河西來決崑崙,14,huang he xi lai jue kun lun
六亿神州尽舜尧,六億神州盡舜堯,14,liu yi shen zhou jin shun yao
减字木兰花,減字木蘭花,14,jian zi mu lan hua
我善养吾浩然之气,我善養吾浩然之氣,14,wo shan yang wu hao ran zhi qi
菊残犹有傲霜枝,菊殘猶有傲霜枝,14,ju can you you ao shuang zhi
风光不与四时同,風光不與四時同,14,feng guang bu yu si shi tong
外侮需人御,外侮需人御,14,wai wu xu ren yu
我轻轻的招手,我輕輕的招手,14,wo qing qing de zhao shou
君子有三戒,君子有三戒,14,jun zi you san jie
兰陵美酒郁金香,蘭陵美酒鬱金香,14,lan ling mei jiu yu jin xiang
而今安在哉,而今安在哉,14,er jin an zai zai
唯见长江天际流,唯見長江天際流,14,wei jian zhang jiang tian ji liu
寂寞嫦娥舒广袖,寂寞嫦娥舒廣袖,14,ji mo chang e shu guang xiu
黄洋界上炮声隆,黃洋界上炮聲隆,14,huang yang jie shang pao sheng long
梦回吹角连营,夢迴吹角連營,14,meng hui chui jiao lian ying
林花谢了春红,林花謝了春紅,14,lin hua xie le chun hong
凤去台空江自流,鳳去臺空江自流,14,feng qu tai kong jiang zi liu
京口瓜洲一水间,京口瓜洲一水間,14,jing kou gua zhou yi shui jian
卧看牵牛织女星,臥看牽牛織女星,14,wo kan qian niu zhi nv xing
而万物与我为一,而萬物與我爲一,14,er wan wu yu wo wei yi
足下的土地,足下的土地,14,zu xia de tu di
游褒禅山记,遊褒禪山記,14,you bao chan shan ji
将军百战死,將軍百戰死,14,jiang jun bai zhan si
人生代代无穷已,人生代代無窮已,14,ren sheng dai dai wu qiong yi
杨柳轻飏直上重霄九,楊柳輕颺直上重霄九,14,yang liu qing yang zhi shang chong xiao jiu
居简而行简,居簡而行簡,14,ju jian er xing jian
天地一沙鸥,天地一沙鷗,14,tian di yi sha ou
春水碧于天,春水碧於天,14,chun shui bi yu tian
竟夕起相思,竟夕起相思,14,jing xi qi xiang si
玉碗盛来琥珀光,玉碗盛來琥珀光,14,yu wan sheng lai hu po guang
不忍食其肉,不忍食其肉,14,bu ren shi qi rou
会须一饮三百杯,會須一飲三百杯,14,hui xu yi yin san bai bei
江东子弟多才俊,江東子弟多才俊,14,jiang dong zi di duo cai jun
月儿弯弯照九州,月兒彎彎照九州,14,yue er wan wan zhao jiu zhou
高路入云端,高路入雲端,14,gao lu ru yun duan
过尽千帆皆不是,過盡千帆皆不是,14,guo jin qian fan jie bu shi
夜泊秦淮近酒家,夜泊秦淮近酒家,14,ye po qin huai jin jiu jia
乘月醉高台,乘月醉高臺,14,cheng yue zui gao tai
浮云游子意,浮雲遊子意,14,fu yun you zi yi
材木不可胜用也,材木不可勝用也,14,cai mu bu ke sheng yong ye
学不可以已,學不可以已,14,xue bu ke yi yi
糟丘是蓬莱,糟丘是蓬萊,14,zao qiu shi peng lai
到处莺歌燕舞,到處鶯歌燕舞,14,dao chu ying ge yan wu
且须饮美酒,且須飲美酒,14,qie xu yin mei jiu
不可一日无此君,不可一日無此君,14,bu ke yi ri wu ci jun
春寒赐浴华清池,春寒賜浴華清池,14,chun han ci yu hua qing chi
其何以行之哉,其何以行之哉,14,qi he yi xing zhi zai
不知转入此中来,不知轉入此中來,14,bu zhi zhuan ru ci zhong lai
乐亦在其中矣,樂亦在其中矣,14,le yi zai qi zhong yi
今宵酒醒何处,今宵酒醒何處,14,jin xiao jiu xing he chu
师称机械化,師稱機械化,14,shi cheng ji xie hua
还来就菊花,還來就菊花,14,hai lai jiu ju hua
明月别枝惊鹊,明月別枝驚鵲,14,ming yue bie zhi jing que
作为树的形象和你站在一起,作爲樹的形象和你站在一起,14,zuo wei shu de xing xiang he ni zhan zai yi qi
花自飘零水自流,花自飄零水自流,14,hua zi piao ling shui zi liu
襄阳好风日,襄陽好風日,14,xiang yang hao feng ri
长安回望绣成堆,長安回望繡成堆,14,chang an hui wang xiu cheng dui
江枫渔火对愁眠,江楓漁火對愁眠,14,jiang feng yu huo dui chou mian
沙场竟殒命,沙場竟殞命,14,sha chang jing yun ming
图难于其易,圖難於其易,14,tu nan yu qi yi
送东阳马生序,送東陽馬生序,14,song dong yang ma sheng xu
飞鸟相与还,飛鳥相與還,14,fei niao xiang yu hai
胡马依北风,胡馬依北風,14,hu ma yi bei feng
驰骋天下之至坚,馳騁天下之至堅,14,chi cheng tian xia zhi zhi jian
大地微微暖气吹,大地微微暖氣吹,14,da di wei wei nuan qi chui
寂寞沙洲冷,寂寞沙洲冷,14,ji mo sha zhou leng
交情郑重金相似,交情鄭重金相似,13,jiao qing zheng zhong jin xiang shi
冷眼向洋看世界,冷眼向洋看世界,13,leng yan xiang yang kan shi jie
只因未到伤心处,只因未到傷心處,13,zhi yin wei dao shang xin chu
明月逐人来,明月逐人來,13,ming yue zhu ren lai
但闻人语响,但聞人語響,13,dan wen ren yu xiang
其翼若垂天之云,其翼若垂天之雲,13,qi yi ruo chui tian zhi yun
明月何曾是两乡,明月何曾是兩鄉,13,ming yue he zeng shi liang xiang
剑外忽传收蓟北,劍外忽傳收薊北,13,jian wai hu chuan shou ji bei
江月何年初照人,江月何年初照人,13,jiang yue he nian chu zhao ren
正如我悄悄的来,正如我悄悄的來,13,zheng ru wo qiao qiao de lai
江州司马青衫湿,江州司馬青衫溼,13,jiang zhou si ma qing shan shi
春风十里扬州路,春風十里揚州路,13,chun feng shi li yang zhou lu
牧童骑黄牛,牧童騎黃牛,13,mu tong qi huang niu
五岳倒为轻,五嶽倒爲輕,13,wu yue dao wei qing
参差十万人家,參差十萬人家,13,cen ci shi wan ren jia
送杜少府之任蜀州,送杜少府之任蜀州,13,song du shao fu zhi ren shu zhou
不戚戚于贫贱,不慼慼於貧賤,13,bu qi qi yu pin jian
八月十五夜,八月十五夜,13,ba yue shi wu ye
蚂蚁缘槐夸大国,螞蟻緣槐誇大國,13,ma yi yuan huai kua da guo
君孰与不足,君孰與不足,13,jun shu yu bu zu
情人怨遥夜,情人怨遙夜,13,qing ren yuan yao ye
宁移白首之心,寧移白首之心,13,ning yi bai shou zhi xin
此去泉台招旧部,此去泉臺招舊部,13,ci qu quan tai zhao jiu bu
大邦者下流,大邦者下流,13,da bang zhe xia liu
茫茫九派流中国,茫茫九派流中國,13,mang mang jiu pai liu zhong guo
波上寒烟翠,波上寒煙翠,13,bo shang han yan cui
洛阳地脉花最宜,洛陽地脈花最宜,13,luo yang di mai hua zui yi
海客谈瀛洲,海客談瀛洲,13,hai ke tan ying zhou
覆压三百余里,覆壓三百餘里,13,fu ya san bai yu li
江上数峰青,江上數峯青,13,jiang shang shu feng qing
不可不知也,不可不知也,13,bu ke bu zhi ye
清江一曲抱村流,清江一曲抱村流,13,qing jiang yi qu bao cun liu
永以为好也,永以爲好也,13,yong yi wei hao ye
人非生而知之者,人非生而知之者,13,ren fei sheng er zhi zhi zhe
春风柳上归,春風柳上歸,13,chun feng liu shang gui
天下皆知美之为美,天下皆知美之爲美,13,tian xia jie zhi mei zhi wei mei
忍顾鹊桥归路,忍顧鵲橋歸路,13,ren gu que qiao gui lu
千里来寻故地,千里來尋故地,13,qian li lai xun gu di
无意苦争春,無意苦爭春,13,wu yi ku zheng chun
易求无价宝,易求無價寶,13,yi qiu wu jia bao
欲渡黄河冰塞川,欲渡黃河冰塞川,13,yu du huang he bing sai chuan
人间能得几回闻,人間能得幾回聞,13,ren jian neng de ji hui wen
多识于鸟兽草木之名,多識於鳥獸草木之名,13,duo shi yu niao shou cao mu zhi ming
直把杭州作汴州,直把杭州作汴州,13,zhi ba hang zhou zuo bian zhou
一截还东国,一截還東國,13,yi jie hai dong guo
西湖歌舞几时休,西湖歌舞幾時休,13,xi hu ge wu ji shi xiu
无情最是台城柳,無情最是臺城柳,13,wu qing zui shi tai cheng liu
当亦乐牺牲吾身与汝身之福利,當亦樂犧牲吾身與汝身之福利,13,dang yi le xi sheng wu shen yu ru shen zhi fu li
凭君传语报平安,憑君傳語報平安,13,ping jun chuan yu bao ping an
只恐夜深花睡去,只恐夜深花睡去,13,zhi kong ye shen hua shui qu
先王之道斯为美,先王之道斯爲美,13,xian wang zhi dao si wei mei
悄悄的我走了,悄悄的我走了,13,qiao qiao de wo zou le
捻断数茎须,捻斷數莖須,13,nian duan shu jing xu
在夏后之世,在夏後之世,13,zai xia hou zhi shi
北上太行山,北上太行山,13,bei shang tai hang shan
祭神如神在,祭神如神在,13,ji shen ru shen zai
武陵人捕鱼为业,武陵人捕魚爲業,13,wu ling ren bu yu wei ye
惜秦皇汉武,惜秦皇漢武,13,xi qin huang han wu
不使胜食气,不使勝食氣,13,bu shi sheng shi qi
春风拂槛露华浓,春風拂檻露華濃,13,chun feng fu kan lu hua nong
花径不曾缘客扫,花徑不曾緣客掃,13,hua jing bu ceng yuan ke sao
寥廓江天万里霜,寥廓江天萬里霜,13,liao kuo jiang tian wan li shuang
得失安之于数,得失安之於數,13,de shi an zhi yu shu
守拙归园田,守拙歸園田,13,shou zhuo gui yuan tian
山在虚无缥缈间,山在虛無縹緲間,13,shan zai xu wu piao miao jian
塞下秋来风景异,塞下秋來風景異,13,sai xia qiu lai feng jing yi
荷尽已无擎雨盖,荷盡已無擎雨蓋,13,he jin yi wu qing yu gai
池鱼思故渊,池魚思故淵,13,chi yu si gu yuan
落其实者思其树,落其實者思其樹,13,luo qi shi zhe si qi shu
何事秋风悲画扇,何事秋風悲畫扇,13,he shi qiu feng bei hua shan
我辈复登临,我輩復登臨,13,wo bei fu deng lin
天下莫能与之争,天下莫能與之爭,13,tian xia mo neng yu zhi zheng
一月又一月,一月又一月,13,yi yue you yi yue
梨花淡白柳深青,梨花淡白柳深青,13,li hua dan bai liu shen qing
红旗卷起农奴戟,紅旗捲起農奴戟,13,hong qi juan qi nong nu ji
要知松高洁,要知松高潔,13,yao zhi song gao jie
天生一个仙人洞,天生一個仙人洞,13,tian sheng yi ge xian ren dong
落花时节又逢君,落花時節又逢君,13,luo hua shi jie you feng jun
宜未雨而绸缪,宜未雨而綢繆,13,yi wei yu er chou mou
此生此夜不长好,此生此夜不長好,13,ci sheng ci ye bu zhang hao
舍鱼而取熊掌者也,舍魚而取熊掌者也,13,she yu er qu xiong zhang zhe ye
国有疑难可问谁,國有疑難可問誰,13,guo you yi nan ke wen shui
七尺从天乞活埋,七尺從天乞活埋,13,qi chi cong tian qi huo mai
吾今以此书与汝永别矣,吾今以此書與汝永別矣,13,wu jin yi ci shu yu ru yong bie yi
臂非加长也,臂非加長也,13,bi fei jia zhang ye
笑谈渴饮匈奴血,笑談渴飲匈奴血,13,xiao tan ke yin xiong nu xue
其中往来种作,其中往來種作,13,qi zhong wang lai zhong zuo
知来者之可追,知來者之可追,13,zhi lai zhe zhi ke zhui
赋得古原草送别,賦得古原草送別,13,fu de gu yuan cao song bie
一日难再晨,一日難再晨,13,yi ri nan zai chen
万里念将归,萬里念將歸,13,wan li nian jiang gui
明朝散发弄扁舟,明朝散發弄扁舟,13,ming chao san fa nong pian zhou
见我应如是,見我應如是,13,jian wo ying ru shi
独坐幽篁里,獨坐幽篁裏,13,du zuo you huang li
此情无计可消除,此情無計可消除,13,ci qing wu ji ke xiao chu
狂飙为我从天落,狂飆爲我從天落,12,kuang biao wei wo cong tian luo
只缘妖雾又重来,只緣妖霧又重來,12,zhi yuan yao wu you zhong lai
人迹板桥霜,人跡板橋霜,12,ren ji ban qiao shuang
纫秋兰以为佩,紉秋蘭以爲佩,12,ren qiu lan yi wei pei
远则必忠之以言,遠則必忠之以言,12,yuan ze bi zhong zhi yi yan
渔阳鼙鼓动地来,漁陽鼙鼓動地來,12,yu yang pi gu dong di lai
和郭沫若同志,和郭沫若同志,12,he guo mo ruo tong zhi
遥望洞庭山水翠,遙望洞庭山水翠,12,yao wang dong ting shan shui cui
山顶千门次第开,山頂千門次第開,12,shan ding qian men ci di kai
窗外疏梅筛月影,窗外疏梅篩月影,12,chuang wai shu mei shai yue ying
教然后知困,教然後知困,12,jiao ran hou zhi kun
黄河远上白云间,黃河遠上白雲間,12,huang he yuan shang bai yun jian
不能正其身,不能正其身,12,bu neng zheng qi shen
江畔何人初见月,江畔何人初見月,12,jiang pan he ren chu jian yue
泛爱众而亲仁,泛愛衆而親仁,12,fan ai zhong er qin ren
桃花源里可耕田,桃花源裏可耕田,12,tao hua yuan li ke geng tian
波撼岳阳城,波撼岳陽城,12,bo han yue yang cheng
夜来南风起,夜來南風起,12,ye lai nan feng qi
木欣欣以向荣,木欣欣以向榮,12,mu xin xin yi xiang rong
劝君莫惜金缕衣,勸君莫惜金縷衣,12,quan jun mo xi jin lv yi
断头今日意如何,斷頭今日意如何,12,duan tou jin ri yi ru he
歌声振林樾,歌聲振林樾,12,ge sheng zhen lin yue
所以传道受业解惑也,所以傳道受業解惑也,12,suo yi chuan dao shou ye jie huo ye
百年多病独登台,百年多病獨登臺,12,bai nian duo bing du deng tai
西蜀子云亭,西蜀子云亭,12,xi shu zi yun ting
家祭毋忘告乃翁,家祭毋忘告乃翁,12,jia ji wu wang gao nai weng
落日故人情,落日故人情,12,luo ri gu ren qing
潮打空城寂寞回,潮打空城寂寞回,12,chao da kong cheng ji mo hui
人似浮云影不留,人似浮雲影不留,12,ren shi fu yun ying bu liu
事如春梦了无痕,事如春夢了無痕,12,shi ru chun meng liao wu hen
昨日之日不可留,昨日之日不可留,12,zuo ri zhi ri bu ke liu
中有千千结,中有千千結,12,zhong you qian qian jie
荡胸生层云,蕩胸生層雲,12,dang xiong sheng ceng yun
此地有崇山峻岭,此地有崇山峻嶺,12,ci di you chong shan jun ling
善假于物也,善假於物也,12,shan jia yu wu ye
有子万事足,有子萬事足,12,you zi wan shi zu
两处茫茫皆不见,兩處茫茫皆不見,12,liang chu mang mang jie bu jian
无所不至矣,無所不至矣,12,wu suo bu zhi yi
明月明年何处看,明月明年何處看,12,ming yue ming nian he chu kan
清风朗月不用一钱买,清風朗月不用一錢買,12,qing feng lang yue bu yong yi qian mai
淮水东边旧时月,淮水東邊舊時月,12,huai shui dong bian jiu shi yue
壮志饥餐胡虏肉,壯志飢餐胡虜肉,12,zhuang zhi ji can hu lu rou
行不言之教,行不言之教,12,xing bu yan zhi jiao
君今不幸离人世,君今不幸離人世,12,jun jin bu xing li ren shi
开荒南野际,開荒南野際,12,kai huang nan ye ji
满架蔷薇一院香,滿架薔薇一院香,12,man jia qiang wei yi yuan xiang
梧桐更兼细雨,梧桐更兼細雨,12,wu tong geng jian xi yu
昨夜雨疏风骤,昨夜雨疏風驟,12,zuo ye yu shu feng zhou
出门俱是看花人,出門俱是看花人,12,chu men ju shi kan hua ren
九嶷山上白云飞,九嶷山上白雲飛,12,jiu yi shan shang bai yun fei
坎坎伐檀兮,坎坎伐檀兮,12,kan kan fa tan xi
映日帆多宝舶来,映日帆多寶舶來,12,ying ri fan duo bao bo lai
吾未尝无诲焉,吾未嘗無誨焉,12,wu wei chang wu hui yan
芙蓉向脸两边开,芙蓉向臉兩邊開,12,fu rong xiang lian liang bian kai
何处望神州,何處望神州,12,he chu wang shen zhou
死去何所道,死去何所道,12,si qu he suo dao
可以为师矣,可以爲師矣,12,ke yi wei shi yi
山色空濛雨亦奇,山色空濛雨亦奇,12,shan se kong meng yu yi qi
寄语洛城风日道,寄語洛城風日道,12,ji yu luo cheng feng ri dao
直下龙岩上杭,直下龍巖上杭,12,zhi xia long yan shang hang
盛年不重来,盛年不重來,12,sheng nian bu zhong lai
挽弓当挽强,挽弓當挽強,12,wan gong dang wan qiang
不汲汲于富贵,不汲汲於富貴,12,bu ji ji yu fu gui
眼前无路想回头,眼前無路想回頭,12,yan qian wu lu xiang hui tou
泪湿春衫袖,淚溼春衫袖,12,lei shi chun shan xiu
马上相逢无纸笔,馬上相逢無紙筆,12,ma shang xiang feng wu zhi bi
五十弦翻塞外声,五十弦翻塞外聲,12,wu shi xian fan sai wai sheng
记承天寺夜游,記承天寺夜遊,12,ji cheng tian si ye you
玉人何处教吹箫,玉人何處教吹簫,12,yu ren he chu jiao chui xiao
故乡今夜思千里,故鄉今夜思千里,12,gu xiang jin ye si qian li
峨眉山月半轮秋,峨眉山月半輪秋,12,e mei shan yue ban lun qiu
蹴尔而与之,蹴爾而與之,12,cu er er yu zhi
南阳诸葛庐,南陽諸葛廬,12,nan yang zhu ge lu
俯察品类之盛,俯察品類之盛,12,fu cha pin lei zhi sheng
快马加鞭未下鞍,快馬加鞭未下鞍,12,kuai ma jia bian wei xia an
清风不识字,清風不識字,12,qing feng bu shi zi
长夏江村事事幽,長夏江村事事幽,12,chang xia jiang cun shi shi you
凤凰台上凤凰游,鳳凰臺上鳳凰遊,12,feng huang tai shang feng huang you
不善不能改,不善不能改,12,bu shan bu neng gai
撑一支长篙,撐一支長篙,11,cheng yi zhi zhang gao
前头捉了张辉瓒,前頭捉了張輝瓚,11,qian tou zhuo le zhang hui zan
无之以为用,無之以爲用,11,wu zhi yi wei yong
壮士十年归,壯士十年歸,11,zhuang shi shi nian gui
缘愁似个长,緣愁似個長,11,yuan chou shi ge zhang
江船火独明,江船火獨明,11,jiang chuan huo du ming
无求生以害仁,無求生以害仁,11,wu qiu sheng yi hai ren
搅得周天寒彻,攪得周天寒徹,11,jiao de zhou tian han che
依旧烟笼十里堤,依舊煙籠十里堤,11,yi jiu yan long shi li di
红霞万朵百重衣,紅霞萬朵百重衣,11,hong xia wan duo bai zhong yi
九州生气恃风雷,九州生氣恃風雷,11,jiu zhou sheng qi shi feng lei
汝体吾此心,汝體吾此心,11,ru ti wu ci xin
青山一道同云雨,青山一道同雲雨,11,qing shan yi dao tong yun yu
连天浪静长鲸息,連天浪靜長鯨息,11,lian tian lang jing zhang jing xi
我被聪明误一生,我被聰明誤一生,11,wo bei cong ming wu yi sheng
浊酒一杯家万里,濁酒一杯家萬里,11,zhuo jiu yi bei jia wan li
沉沉一线穿南北,沉沉一線穿南北,11,chen chen yi xian chuan nan bei
环滁皆山也,環滁皆山也,11,huan chu jie shan ye
有礼者敬人,有禮者敬人,11,you li zhe jing ren
不知天之高也,不知天之高也,11,bu zhi tian zhi gao ye
岱宗夫如何,岱宗夫如何,11,dai zong fu ru he
荷叶罗裙一色裁,荷葉羅裙一色裁,11,he ye luo qun yi se cai
蟹螯即金液,蟹螯即金液,11,xie ao ji jin ye
苔痕上阶绿,苔痕上階綠,11,tai hen shang jie lv
夜雨剪春韭,夜雨剪春韭,11,ye yu jian chun jiu
最喜小儿无赖,最喜小兒無賴,11,zui xi xiao er wu lai
三年不为乐,三年不爲樂,11,san nian bu wei le
两龙跃出浮水来,兩龍躍出浮水來,11,liang long yue chu fu shui lai
人生在世不称意,人生在世不稱意,11,ren sheng zai shi bu cheng yi
人以食为天,人以食爲天,11,ren yi shi wei tian
便纵有千种风情,便縱有千種風情,11,bian zong you qian zhong feng qing
一水护田将绿绕,一水護田將綠繞,11,yi shui hu tian jiang lv rao
我如果爱你,我如果愛你,11,wo ru guo ai ni
长风几万里,長風幾萬裏,11,zhang feng ji wan li
使吾勇于就死也,使吾勇於就死也,11,shi wu yong yu jiu si ye
李白乘舟将欲行,李白乘舟將欲行,11,li bai cheng zhou jiang yu xing
军叫工农革命,軍叫工農革命,11,jun jiao gong nong ge ming
雄鸡一声天下白,雄雞一聲天下白,11,xiong ji yi sheng tian xia bai
岂独善一身,豈獨善一身,11,qi du shan yi shen
酒酣胸胆尚开张,酒酣胸膽尚開張,11,jiu han xiong dan shang kai zhang
满城春色宫墙柳,滿城春色宮牆柳,11,man cheng chun se gong qiang liu
何必骨肉亲,何必骨肉親,11,he bi gu rou qin
杨花落尽子规啼,楊花落儘子規啼,11,yang hua luo jin zi gui ti
渚清沙白鸟飞回,渚清沙白鳥飛回,11,zhu qing sha bai niao fei hui
火树银花合,火樹銀花合,11,huo shu yin hua he
三杯吐然诺,三杯吐然諾,11,san bei tu ran nuo
动如参与商,動如參與商,11,dong ru can yu shang
微雨众卉新,微雨衆卉新,11,wei yu zhong hui xin
一任群芳妒,一任羣芳妒,11,yi ren qun fang du
不知地之厚也,不知地之厚也,11,bu zhi di zhi hou ye
纵一苇之所如,縱一葦之所如,11,zong yi wei zhi suo ru
万里赴戎机,萬里赴戎機,11,wan li fu rong ji
把汝裁为三截,把汝裁爲三截,11,ba ru cai wei san jie
一樽还酹江月,一樽還酹江月,11,yi zun hai lei jiang yue
野径云俱黑,野徑雲俱黑,11,ye jing yun ju hei
有杀身以成仁,有殺身以成仁,11,you sha shen yi cheng ren
满眼风光北固楼,滿眼風光北固樓,11,man yan feng guang bei gu lou
儿童急走追黄蝶,兒童急走追黃蝶,11,er tong ji zou zhui huang die
心似双丝网,心似雙絲網,11,xin shi shuang si wang
星桥铁锁开,星橋鐵鎖開,11,xing qiao tie suo kai
吹度玉门关,吹度玉門關,11,chui du yu men guan
寒雪梅中尽,寒雪梅中盡,11,han xue mei zhong jin
豆在釜中泣,豆在釜中泣,11,dou zai fu zhong qi
小人比而不周,小人比而不周,11,xiao ren bi er bu zhou
独有英雄驱虎豹,獨有英雄驅虎豹,11,du you ying xiong qu hu bao
云横秦岭家何在,雲橫秦嶺家何在,11,yun heng qin ling jia he zai
四海无闲田,四海無閒田,11,si hai wu xian tian
分田分地真忙,分田分地真忙,11,fen tian fen di zhen mang
以德服人者,以德服人者,11,yi de fu ren zhe
只有敬亭山,只有敬亭山,11,zhi you jing ting shan
天若不爱酒,天若不愛酒,11,tian ruo bu ai jiu
长恨春归无觅处,長恨春歸無覓處,11,zhang hen chun gui wu mi chu
人皆养子望聪明,人皆養子望聰明,11,ren jie yang zi wang cong ming
邀我至田家,邀我至田家,11,yao wo zhi tian jia
前度刘郎今又来,前度劉郎今又來,11,qian du liu lang jin you lai
草盛豆苗稀,草盛豆苗稀,11,cao sheng dou miao xi
死去原知万事空,死去原知萬事空,11,si qu yuan zhi wan shi kong
